#OTU_IDs	trait1
Bogoriella_caseilytica-_-Y09911--_HIK_0088_T	0.6564937672916998
Oxalicibacterium_solurbis-_-AB681897--_NBRC_102665_T	0.5793868919126718
Thalassotalea_algicola-_-MN822801--_M1531T	0.8631065381973289
Streptomyces_rutgersensis-_-AB184170--_NBRC_12819_T	0.5717312286837736
Nocardia_elegans-_-AJ854057--_IMMIB_N-402_T	0.4639221095493489
Nocardia_artemisiae-_-GU367157--_YIM_65623_T	0.6285408215913825
Myroides_ceti-_-AM292800--_454-2_T	0.7424384943905268
Gloeomargarita_lithophora-_-CP017675--_D10_T	1.013686007133399
g__207244	0.5106041537769986
Micromonospora_echinaurantiaca-_-X92618--_DSM_43904_T	0.6025070885598534
Sunxiuqinia_rutila-_-AB851476--_HG677_T	0.9921273420402223
g__2894767	0.6938043381805168
g__2894762	0.9559533510819815
g__2820419	0.5580025240075944
Litoreibacter_halocynthiae-_-JX644172--_P-MA1-7_T	0.7185390878390817
Hymenobacter_defluvii-_-KY883691--_POA9_T	0.688891535971472
Coraliomargarita_akajimensis-_-CP001998--_DSM_45221_T	1.1870243629486783
Qipengyuania_sphaerica-_-MZ749498--_GH29T	0.3301717152498236
Burkholderia_ubonensis-_-AB030584--_GTC-P3-415_T	0.27354396985895
Methanotorris_formicicus-_-AGJL01000032--_Mc-S-70_T	0.6108553314120813
Corallococcus_coralloides-_-AJ811588--_DSM_2259_T	0.4880563485645008
Chitinophaga_costaii-_-KC922450--_A37T2_T	0.952279258552746
Belnapia_moabensis-_-AJ871428--_CP2C_T	0.7939136038217158
Komagataeibacter_hansenii-_-X75620--_NCIB8746-_LMG1527_T	0.2406393674579488
Enterocloster_bolteae-_-AJ508452--_16351_T	0.5655596024046031
Janibacter_hoylei-_-FR749912--_DSM_21601_T	0.5123832704374786
Dietzia_aurantiaca-_-FR821260--_CCUG_35676_T	0.6071131409252698
Flavobacterium_lacisediminis-_-OP422636--_TH16-21T	0.7417437866134399
Lysobacter_erysipheiresistens-_-KT001243--_RS-LYSO-3_T	0.8691258247008279
Dickeya_poaceiphila-_-MT226771--_NCPPB-569_T	0.39589765047406
Paraburkholderia_pallidirosea-_-KP938221--_DHOK13_T	0.47574355948997155
Kaistella_daneshvariae-_-CP034158--_H3001_T	0.6818791355163968
Paenibacillus_agarexedens-_-AJ345020--_DSM_1327_T	0.8075183741708493
Mesorhizobium_sangaii-_-EU514525--_SCAU7_T	0.567788154809672
Marinobacter_vulgaris-_-KY344788--_F01_T	0.6860326642892439
Halospirulina_tapeticola-_-Y18791--_CCC_Baja-95_Cl.2_T	1.0727999048496095
Psychrobacter_pocilloporae-_-KT444699--_S6-60_T	1.039510082416461
Streptomyces_parvus-_-DQ442537--_NRRL_B-1455T_T	0.2938356979450157
Pelosinus_fermentans-_-LK391729--_DSM_17108_T	0.2765349678494209
Paraconexibacter_antarcticus-_-ON814778--_02-257T	1.1193286868670709
Vogesella_amnigena-_-LK056648--_Npb-02_T	0.800755402188686
Thiothrix_unzii-_-L79961--_A1-_ATCC_49747_T	0.9255730709432952
g__53460	0.6121168243031412
Marinobacterium_boryeongense-_-KX832989--_DMHB-2_T	1.0749287249375719
Halobacillus_karajensis-_-AJ486874--_DSM_14948_T	0.6965336486595566
g__2822114	0.8792262693343402
Thermophilibacter_gallinarum-_-MN055918--_ClaCZ62_T	0.6018981564746544
g__422440	0.774161779406872
Actinomadura_xylanilytica-_-FR692101--_BK147_T	0.45892831704323045
Thermodiscus_maritimus-_-X99554--_S2_T	0.7553780015016126
Roseibium_marinum-_-AY628423--_mano18_T	0.3673740836205596
g__2023705	0.9358516798793984
Parapseudoflavitalea_muciniphila-_-MH002344--_PMP191F_T	0.8227295888352647
Oenococcus_alcoholitolerans-_-HQ009794--_UFRJ-M7.2.18_T	1.20433252215075
Nocardioides_daphniae-_-AM398438--_D287_T	0.8253525933833201
Amylibacter_kogurei-_-KY463497--_4G11_T	1.0063699471525904
Methylobacterium_symbioticum-_-MN154398--_CECT_9862_T	0.6998171933546196
Methanococcoides_methylutens-_-FR733669--_DSM2657_T	0.5874221999700207
Modestobacter_caceresii-_-JPMX01000078--_KNN45-2b_T	0.5827531331775843
Kitasatospora_cystarginea-_-U93318--_JCM_7356_T	0.6753289345473986
Gelidibacter_flavus-_-KU513826--_Con4_T	0.9812427243255462
Bifidobacterium_ramosum-_-KU051447--_TRE_M_T	0.6693386986390127
Natronorubrum_texcoconense-_-AB935414--_JCM_17497_T	0.6119825516095917
Leclercia_tamurae-_-OM987255--_H6S3T	0.3144598021670228
Sulfitobacter_brevis-_-Y16425--_Ekho_Lake-162_T	0.7374272439637842
Clostridium_innocuum-_-M23732--_B-3_T	1.0162013836721104
Natroniella_acetigena-_-FR749904--_DSM_9952_T	0.8399878917718446
g__2811380	0.6266117452487067
Ureaplasma_parvum-_-AF073456--_ATCC27815_T	1.1546724368391064
g__2811387	0.8653985375317496
Brevibacillus_schisleri-_-MXAR01000000--_ATCC_35690_T	0.40963480752465786
Melaminivora_alkalimesophila-_-JQ676982--_CY1_T	0.7008307290506726
Dielma_fastidiosa-_-JF824807--_JC13_T	0.7810545111239376
g__2291840	0.7785991261138334
