#OTU_IDs	trait1
Bogoriella_caseilytica-_-Y09911--_HIK_0088_T	1.7025326766294235
Oxalicibacterium_solurbis-_-AB681897--_NBRC_102665_T	2.131369437104764
Thalassotalea_algicola-_-MN822801--_M1531T	2.883422394312305
Streptomyces_rutgersensis-_-AB184170--_NBRC_12819_T	1.4209832808172802
Nocardia_elegans-_-AJ854057--_IMMIB_N-402_T	1.182467802962
Nocardia_artemisiae-_-GU367157--_YIM_65623_T	2.115182513537793
Myroides_ceti-_-AM292800--_454-2_T	3.112615987056981
Gloeomargarita_lithophora-_-CP017675--_D10_T	2.5839958858753582
g__207244	1.0175452947088037
Micromonospora_echinaurantiaca-_-X92618--_DSM_43904_T	1.73736492710616
Sunxiuqinia_rutila-_-AB851476--_HG677_T	3.2721873593934636
g__2894767	1.6836198223761347
g__2894762	2.5505875027195843
g__2820419	1.3560640915641475
Litoreibacter_halocynthiae-_-JX644172--_P-MA1-7_T	2.1246392683606614
Hymenobacter_defluvii-_-KY883691--_POA9_T	1.7206381062455838
Coraliomargarita_akajimensis-_-CP001998--_DSM_45221_T	3.4565575379712588
Qipengyuania_sphaerica-_-MZ749498--_GH29T	0.7086961643480757
Burkholderia_ubonensis-_-AB030584--_GTC-P3-415_T	0.8534258263287164
Methanotorris_formicicus-_-AGJL01000032--_Mc-S-70_T	1.6090132176740117
Corallococcus_coralloides-_-AJ811588--_DSM_2259_T	1.2997496065045935
Chitinophaga_costaii-_-KC922450--_A37T2_T	3.286595190456551
Belnapia_moabensis-_-AJ871428--_CP2C_T	2.1629700810758736
Komagataeibacter_hansenii-_-X75620--_NCIB8746-_LMG1527_T	0.9676852269743383
Enterocloster_bolteae-_-AJ508452--_16351_T	2.0980167390900295
Janibacter_hoylei-_-FR749912--_DSM_21601_T	1.5869209129143866
Dietzia_aurantiaca-_-FR821260--_CCUG_35676_T	1.738436522826247
Flavobacterium_lacisediminis-_-OP422636--_TH16-21T	2.3591566770532197
Lysobacter_erysipheiresistens-_-KT001243--_RS-LYSO-3_T	2.7073293876358617
Dickeya_poaceiphila-_-MT226771--_NCPPB-569_T	1.3483663634580967
Paraburkholderia_pallidirosea-_-KP938221--_DHOK13_T	1.3677035360078706
Kaistella_daneshvariae-_-CP034158--_H3001_T	2.0660556095489397
Paenibacillus_agarexedens-_-AJ345020--_DSM_1327_T	2.6290218045459657
Mesorhizobium_sangaii-_-EU514525--_SCAU7_T	1.2321044955513878
Marinobacter_vulgaris-_-KY344788--_F01_T	2.071694349402005
Halospirulina_tapeticola-_-Y18791--_CCC_Baja-95_Cl.2_T	2.808932436778994
Psychrobacter_pocilloporae-_-KT444699--_S6-60_T	2.9664293819356735
Streptomyces_parvus-_-DQ442537--_NRRL_B-1455T_T	0.7594819122210882
Pelosinus_fermentans-_-LK391729--_DSM_17108_T	2.1344246994157996
Paraconexibacter_antarcticus-_-ON814778--_02-257T	4.538224929286608
Vogesella_amnigena-_-LK056648--_Npb-02_T	2.3634706943226655
Thiothrix_unzii-_-L79961--_A1-_ATCC_49747_T	4.38931961865292
g__53460	1.4728684599927502
Marinobacterium_boryeongense-_-KX832989--_DMHB-2_T	4.342418797562914
Halobacillus_karajensis-_-AJ486874--_DSM_14948_T	1.7947712012967194
g__2822114	2.1385898078850336
Thermophilibacter_gallinarum-_-MN055918--_ClaCZ62_T	1.9571641203657344
g__422440	1.689549114298205
Actinomadura_xylanilytica-_-FR692101--_BK147_T	1.4014211958271003
Thermodiscus_maritimus-_-X99554--_S2_T	1.8880620714392615
Roseibium_marinum-_-AY628423--_mano18_T	1.1717156574190293
g__2023705	1.9661154617964915
Parapseudoflavitalea_muciniphila-_-MH002344--_PMP191F_T	3.3721560592894644
Oenococcus_alcoholitolerans-_-HQ009794--_UFRJ-M7.2.18_T	4.420742743185105
Nocardioides_daphniae-_-AM398438--_D287_T	2.672311673553285
